Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=0_LA1=2.txt
Log File Name:                   LL1=0_LA1=2.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2066367834
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=0_LA1=2.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
265000	-63.368786	519	1	1	'0 Z 0 0 0 0 0 0 	D	14.612607	0.000000	14.612607	14.612607	14.612607	14.612607	14.612607	14.612607	0.250000	0.250000	0.250000	0.250000	17.780566	
266000	-63.368786	925	1	1	'0 Z 0 0 0 0 0 0 	D	22.437605	0.000000	22.437605	22.437605	22.437605	22.437605	22.437605	22.437605	0.250000	0.250000	0.250000	0.250000	18.864608	
267000	-63.368786	234	1	1	'0 Z 0 0 0 0 0 0 	D	26.797283	0.000000	26.797283	26.797283	26.797283	26.797283	26.797283	26.797283	0.250000	0.250000	0.250000	0.250000	26.174005	
268000	-61.009557	828	2	1	'1 Z 1 0 0 0 1 1 	D	33.687432	0.000000	33.687432	19.272195	19.272195	19.272195	33.687432	33.687432	0.250000	0.250000	0.250000	0.250000	17.037672	
269000	-59.559003	947	1	1	'0 Z 0 0 0 0 0 0 	D	0.232621	0.000000	0.232621	0.232621	0.232621	0.232621	0.232621	0.232621	0.268358	0.250429	0.246059	0.235154	18.464765	
270000	-63.368786	998	1	1	'0 Z 0 0 0 0 0 0 	D	9.869797	0.000000	9.869797	9.869797	9.869797	9.869797	9.869797	9.869797	0.250000	0.250000	0.250000	0.250000	7.868718	
271000	-60.771977	993	1	2	'0 Z 0 0 0 0 Z 0 	D	0.113751	0.000000	0.113751	0.113751	0.113751	0.113751	0.000000	0.113751	0.426319	0.295785	0.210033	0.067863	1.682357	
272000	-62.071980	934	1	1	'0 Z 0 0 0 0 0 0 	D	0.467169	0.000000	0.467169	0.467169	0.467169	0.467169	0.467169	0.467169	0.250060	0.249994	0.249994	0.249953	7.693412	
273000	-62.207872	420	1	2	'0 Z 0 0 0 0 Z 0 	D	0.133897	0.000000	0.133897	0.133897	0.133897	0.133897	0.000000	0.133897	0.348690	0.315796	0.227272	0.108242	1.896489	
274000	-60.041716	315	1	1	'0 Z 0 0 0 0 0 0 	D	0.175071	0.000000	0.175071	0.175071	0.175071	0.175071	0.175071	0.175071	0.301472	0.249858	0.239642	0.209027	0.218785	
275000	-59.469635	947	1	1	'0 Z 0 0 0 0 0 0 	D	0.220955	0.000000	0.220955	0.220955	0.220955	0.220955	0.220955	0.220955	0.269188	0.251293	0.245204	0.234315	0.621248	
276000	-64.811667	550	1	1	'0 0 0 Z 0 0 0 0 	D	2.994420	2.994420	2.994420	0.000000	2.994420	2.994420	2.994420	2.994420	0.250000	0.250000	0.250000	0.250000	3.419818	
277000	-64.783220	961	1	1	'0 0 0 Z 0 0 0 0 	D	1.185239	1.185239	1.185239	0.000000	1.185239	1.185239	1.185239	1.185239	0.250000	0.250000	0.250000	0.250000	5.272785	
278000	-64.957472	764	1	2	'0 0 0 Z 0 0 Z 0 	D	0.259467	0.259467	0.259467	0.000000	0.259467	0.259467	0.000000	0.259467	0.316554	0.387101	0.194168	0.102177	15.961438	
279000	-63.368786	366	1	1	'0 Z 0 0 0 0 0 0 	D	12.698713	0.000000	12.698713	12.698713	12.698713	12.698713	12.698713	12.698713	0.250000	0.250000	0.250000	0.250000	10.069075	
280000	-60.925101	775	1	2	'0 Z 0 0 Z 0 0 0 	D	0.206881	0.000000	0.206881	0.206881	0.000000	0.206881	0.206881	0.206881	0.459241	0.331606	0.055078	0.154075	11.686036	
281000	-63.368786	916	1	1	'0 Z 0 0 0 0 0 0 	D	12.827452	0.000000	12.827452	12.827452	12.827452	12.827452	12.827452	12.827452	0.250000	0.250000	0.250000	0.250000	20.903306	
282000	-63.368782	365	1	1	'0 Z 0 0 0 0 0 0 	D	4.042546	0.000000	4.042546	4.042546	4.042546	4.042546	4.042546	4.042546	0.250000	0.250000	0.250000	0.250000	22.426136	
283000	-63.407025	742	1	1	'0 Z 0 0 0 0 0 0 	D	8.533019	0.000000	8.533019	8.533019	8.533019	8.533019	8.533019	8.533019	0.250000	0.250000	0.250000	0.250000	16.991129	
284000	-63.368786	579	1	1	'0 Z 0 0 0 0 0 0 	D	9.799832	0.000000	9.799832	9.799832	9.799832	9.799832	9.799832	9.799832	0.250000	0.250000	0.250000	0.250000	21.791713	
285000	-63.368786	874	1	1	'0 Z 0 0 0 0 0 0 	D	10.930535	0.000000	10.930535	10.930535	10.930535	10.930535	10.930535	10.930535	0.250000	0.250000	0.250000	0.250000	18.165842	
286000	-60.023533	68	1	1	'0 Z 0 0 0 0 0 0 	D	0.206291	0.000000	0.206291	0.206291	0.206291	0.206291	0.206291	0.206291	0.269308	0.250506	0.246489	0.233697	0.581638	
287000	-63.368786	266	1	1	'0 Z 0 0 0 0 0 0 	D	19.096171	0.000000	19.096171	19.096171	19.096171	19.096171	19.096171	19.096171	0.250000	0.250000	0.250000	0.250000	17.094686	
288000	-63.384456	584	1	1	'0 Z 0 0 0 0 0 0 	D	1.232204	0.000000	1.232204	1.232204	1.232204	1.232204	1.232204	1.232204	0.250000	0.250000	0.250000	0.250000	2.147534	
289000	-59.659738	872	1	1	'0 Z 0 0 0 0 0 0 	D	0.232707	0.000000	0.232707	0.232707	0.232707	0.232707	0.232707	0.232707	0.257435	0.250705	0.248354	0.243506	11.378780	
290000	-60.118864	732	2	1	'0 Z 0 1 0 0 0 0 	D	3.561677	0.000000	3.561677	1.786050	3.561677	3.561677	3.561677	3.561677	0.250000	0.250000	0.250000	0.250000	6.482622	
291000	-60.474297	51	1	2	'0 Z 0 0 Z 0 0 0 	D	0.238360	0.000000	0.238360	0.238360	0.000000	0.238360	0.238360	0.238360	0.352875	0.295664	0.143261	0.208200	5.772524	
292000	-63.368230	753	1	1	'0 Z 0 0 0 0 0 0 	D	1.966608	0.000000	1.966608	1.966608	1.966608	1.966608	1.966608	1.966608	0.250000	0.250000	0.250000	0.250000	4.433391	
293000	-63.368786	245	1	1	'0 Z 0 0 0 0 0 0 	D	9.778363	0.000000	9.778363	9.778363	9.778363	9.778363	9.778363	9.778363	0.250000	0.250000	0.250000	0.250000	14.073377	
294000	-60.232106	799	2	0	'0 0 0 0 1 1 1 1 	D	1.293763	1.293763	1.293763	1.293763	11.470305	11.470305	11.470305	11.470305	0.250000	0.250000	0.250000	0.250000	30.836056	
295000	-63.368786	233	1	1	'0 Z 0 0 0 0 0 0 	D	25.411833	0.000000	25.411833	25.411833	25.411833	25.411833	25.411833	25.411833	0.250000	0.250000	0.250000	0.250000	25.405543	
296000	-59.881660	434	2	1	'1 Z 1 0 1 1 1 1 	D	7.174701	0.000000	7.174701	3.066806	7.174701	7.174701	7.174701	7.174701	0.250000	0.250000	0.250000	0.250000	36.480453	
297000	-63.337161	6	1	1	'0 Z 0 0 0 0 0 0 	D	1.001294	0.000000	1.001294	1.001294	1.001294	1.001294	1.001294	1.001294	0.250000	0.250000	0.250000	0.250000	32.345819	
298000	-63.368786	994	1	1	'0 Z 0 0 0 0 0 0 	D	6.579538	0.000000	6.579538	6.579538	6.579538	6.579538	6.579538	6.579538	0.250000	0.250000	0.250000	0.250000	8.924541	
299000	-59.768286	754	1	1	'0 Z 0 0 0 0 0 0 	D	0.148294	0.000000	0.148294	0.148294	0.148294	0.148294	0.148294	0.148294	0.285260	0.268399	0.230563	0.215778	6.504466	
300000	-59.551906	977	1	1	'0 Z 0 0 0 0 0 0 	D	0.205633	0.000000	0.205633	0.205633	0.205633	0.205633	0.205633	0.205633	0.269965	0.251816	0.244874	0.233346	3.892183	
301000	-63.368786	615	1	1	'0 Z 0 0 0 0 0 0 	D	5.268806	0.000000	5.268806	5.268806	5.268806	5.268806	5.268806	5.268806	0.250000	0.250000	0.250000	0.250000	5.696472	
302000	-63.371955	445	1	1	'0 Z 0 0 0 0 0 0 	D	4.571772	0.000000	4.571772	4.571772	4.571772	4.571772	4.571772	4.571772	0.250000	0.250000	0.250000	0.250000	14.130713	
303000	-63.368786	515	1	1	'0 Z 0 0 0 0 0 0 	D	49.876402	0.000000	49.876402	49.876402	49.876402	49.876402	49.876402	49.876402	0.250000	0.250000	0.250000	0.250000	25.658332	
304000	-59.685095	504	2	0	'1 0 1 0 1 1 1 1 	I	13.183396	2.073296	13.183396	2.073296	13.183396	13.183396	13.183396	13.183396	0.250000	0.250000	0.250000	0.250000	33.888084	
305000	-59.550244	221	2	2	'1 0 1 Z 1 1 Z 1 	D	27.399688	4.536786	27.399688	0.000000	27.399688	27.399688	0.000000	27.399688	0.250000	0.250000	0.250000	0.250000	30.208875	
306000	-60.706048	539	2	1	'0 1 0 Z 0 0 0 1 	D	54.520649	11.440261	54.520649	0.000000	54.520649	54.520649	54.520649	11.440261	0.250000	0.250000	0.250000	0.250000	52.029459	
307000	-60.654120	917	2	1	'0 1 0 1 0 Z 0 0 	D	33.951782	5.511310	33.951782	5.511310	33.951782	0.000000	33.951782	33.951782	0.250000	0.250000	0.250000	0.250000	60.487434	
308000	-63.369557	98	1	1	'0 Z 0 0 0 0 0 0 	D	68.582540	0.000000	68.582540	68.582540	68.582540	68.582540	68.582540	68.582540	0.250000	0.250000	0.250000	0.250000	80.364298	
309000	-63.368786	391	1	1	'0 Z 0 0 0 0 0 0 	D	58.076845	0.000000	58.076845	58.076845	58.076845	58.076845	58.076845	58.076845	0.250000	0.250000	0.250000	0.250000	83.406921	
310000	-63.456081	757	1	1	'0 Z 0 0 0 0 0 0 	D	14.276102	0.000000	14.276102	14.276102	14.276102	14.276102	14.276102	14.276102	0.250000	0.250000	0.250000	0.250000	66.145333	
311000	-60.572050	637	1	1	'0 Z 0 0 0 0 0 0 	D	0.152207	0.000000	0.152207	0.152207	0.152207	0.152207	0.152207	0.152207	0.232634	0.285741	0.223378	0.258246	42.361351	
312000	-63.368786	732	1	1	'0 Z 0 0 0 0 0 0 	D	4.737715	0.000000	4.737715	4.737715	4.737715	4.737715	4.737715	4.737715	0.250000	0.250000	0.250000	0.250000	31.441307	
313000	-63.368786	597	1	1	'0 Z 0 0 0 0 0 0 	D	29.707489	0.000000	29.707489	29.707489	29.707489	29.707489	29.707489	29.707489	0.250000	0.250000	0.250000	0.250000	31.300598	
314000	-63.391304	487	1	1	'0 Z 0 0 0 0 0 0 	D	5.904382	0.000000	5.904382	5.904382	5.904382	5.904382	5.904382	5.904382	0.250000	0.250000	0.250000	0.250000	27.651290	
315000	-63.368786	29	1	1	'0 Z 0 0 0 0 0 0 	D	34.302998	0.000000	34.302998	34.302998	34.302998	34.302998	34.302998	34.302998	0.250000	0.250000	0.250000	0.250000	36.465325	
316000	-63.368786	141	1	1	'0 Z 0 0 0 0 0 0 	D	85.842577	0.000000	85.842577	85.842577	85.842577	85.842577	85.842577	85.842577	0.250000	0.250000	0.250000	0.250000	47.539728	
317000	-63.368512	852	1	1	'0 Z 0 0 0 0 0 0 	D	1.883060	0.000000	1.883060	1.883060	1.883060	1.883060	1.883060	1.883060	0.250000	0.250000	0.250000	0.250000	64.211153	
318000	-63.405160	488	1	1	'0 Z 0 0 0 0 0 0 	D	18.254126	0.000000	18.254126	18.254126	18.254126	18.254126	18.254126	18.254126	0.250000	0.250000	0.250000	0.250000	73.815260	
319000	-63.368786	43	1	1	'0 Z 0 0 0 0 0 0 	D	34.668115	0.000000	34.668115	34.668115	34.668115	34.668115	34.668115	34.668115	0.250000	0.250000	0.250000	0.250000	64.566329	
320000	-63.368786	827	1	1	'0 Z 0 0 0 0 0 0 	D	49.105589	0.000000	49.105589	49.105589	49.105589	49.105589	49.105589	49.105589	0.250000	0.250000	0.250000	0.250000	82.406720	
321000	-63.368786	70	1	1	'0 Z 0 0 0 0 0 0 	D	22.372392	0.000000	22.372392	22.372392	22.372392	22.372392	22.372392	22.372392	0.250000	0.250000	0.250000	0.250000	85.941265	
322000	-63.368786	623	1	1	'0 Z 0 0 0 0 0 0 	D	22.335920	0.000000	22.335920	22.335920	22.335920	22.335920	22.335920	22.335920	0.250000	0.250000	0.250000	0.250000	92.753794	
323000	-63.368786	186	1	1	'0 Z 0 0 0 0 0 0 	D	8.385003	0.000000	8.385003	8.385003	8.385003	8.385003	8.385003	8.385003	0.250000	0.250000	0.250000	0.250000	90.565682	
324000	-59.798698	450	1	1	'0 Z 0 0 0 0 0 0 	D	0.137894	0.000000	0.137894	0.137894	0.137894	0.137894	0.137894	0.137894	0.286493	0.271744	0.228157	0.213607	63.315588	
325000	-63.368786	314	1	1	'0 Z 0 0 0 0 0 0 	D	80.325129	0.000000	80.325129	80.325129	80.325129	80.325129	80.325129	80.325129	0.250000	0.250000	0.250000	0.250000	64.604998	
326000	-63.368786	304	1	1	'0 Z 0 0 0 0 0 0 	D	73.240940	0.000000	73.240940	73.240940	73.240940	73.240940	73.240940	73.240940	0.250000	0.250000	0.250000	0.250000	53.624446	
327000	-63.583534	393	1	1	'0 Z 0 0 0 0 0 0 	D	2.999504	0.000000	2.999504	2.999504	2.999504	2.999504	2.999504	2.999504	0.250000	0.250000	0.250000	0.250000	59.065473	
328000	-63.832583	243	1	1	'0 Z 0 0 0 0 0 0 	D	8.753885	0.000000	8.753885	8.753885	8.753885	8.753885	8.753885	8.753885	0.250000	0.250000	0.250000	0.250000	72.050392	
329000	-63.368785	222	1	1	'0 Z 0 0 0 0 0 0 	D	3.442546	0.000000	3.442546	3.442546	3.442546	3.442546	3.442546	3.442546	0.250000	0.250000	0.250000	0.250000	64.131363	
330000	-63.368786	650	1	1	'0 Z 0 0 0 0 0 0 	D	19.176530	0.000000	19.176530	19.176530	19.176530	19.176530	19.176530	19.176530	0.250000	0.250000	0.250000	0.250000	65.410214	
331000	-63.368786	946	1	1	'0 Z 0 0 0 0 0 0 	D	25.412288	0.000000	25.412288	25.412288	25.412288	25.412288	25.412288	25.412288	0.250000	0.250000	0.250000	0.250000	48.934602	
332000	-59.445770	201	2	1	'1 Z 1 0 1 0 1 1 	D	36.244460	0.000000	36.244460	14.675905	36.244460	14.675905	36.244460	36.244460	0.250000	0.250000	0.250000	0.250000	39.283482	
333000	-59.762949	222	1	1	'0 Z 0 0 0 0 0 0 	D	0.205829	0.000000	0.205829	0.205829	0.205829	0.205829	0.205829	0.205829	0.285294	0.250070	0.242776	0.221860	34.682989	
334000	-63.368786	494	1	1	'0 Z 0 0 0 0 0 0 	D	49.973907	0.000000	49.973907	49.973907	49.973907	49.973907	49.973907	49.973907	0.250000	0.250000	0.250000	0.250000	31.377307	
335000	-63.368786	324	1	1	'0 Z 0 0 0 0 0 0 	D	87.864556	0.000000	87.864556	87.864556	87.864556	87.864556	87.864556	87.864556	0.250000	0.250000	0.250000	0.250000	31.516139	
336000	-63.368786	756	1	1	'0 Z 0 0 0 0 0 0 	D	15.517205	0.000000	15.517205	15.517205	15.517205	15.517205	15.517205	15.517205	0.250000	0.250000	0.250000	0.250000	38.419706	
337000	-63.368786	369	1	1	'0 Z 0 0 0 0 0 0 	D	16.566665	0.000000	16.566665	16.566665	16.566665	16.566665	16.566665	16.566665	0.250000	0.250000	0.250000	0.250000	47.023352	
338000	-63.368786	630	1	1	'0 Z 0 0 0 0 0 0 	D	50.684859	0.000000	50.684859	50.684859	50.684859	50.684859	50.684859	50.684859	0.250000	0.250000	0.250000	0.250000	50.116856	
339000	-63.368786	584	1	1	'0 Z 0 0 0 0 0 0 	D	9.049756	0.000000	9.049756	9.049756	9.049756	9.049756	9.049756	9.049756	0.250000	0.250000	0.250000	0.250000	74.098549	
340000	-63.368786	934	1	1	'0 Z 0 0 0 0 0 0 	D	13.353330	0.000000	13.353330	13.353330	13.353330	13.353330	13.353330	13.353330	0.250000	0.250000	0.250000	0.250000	78.159495	
341000	-63.368786	1000	1	1	'0 Z 0 0 0 0 0 0 	D	59.092664	0.000000	59.092664	59.092664	59.092664	59.092664	59.092664	59.092664	0.250000	0.250000	0.250000	0.250000	85.888440	
342000	-63.368786	580	1	1	'0 Z 0 0 0 0 0 0 	D	23.651080	0.000000	23.651080	23.651080	23.651080	23.651080	23.651080	23.651080	0.250000	0.250000	0.250000	0.250000	88.063838	
343000	-63.368786	898	1	1	'0 Z 0 0 0 0 0 0 	D	27.011184	0.000000	27.011184	27.011184	27.011184	27.011184	27.011184	27.011184	0.250000	0.250000	0.250000	0.250000	76.655433	
344000	-63.368786	364	1	1	'0 Z 0 0 0 0 0 0 	D	33.356167	0.000000	33.356167	33.356167	33.356167	33.356167	33.356167	33.356167	0.250000	0.250000	0.250000	0.250000	72.810107	
345000	-63.368786	182	1	1	'0 Z 0 0 0 0 0 0 	D	98.516275	0.000000	98.516275	98.516275	98.516275	98.516275	98.516275	98.516275	0.250000	0.250000	0.250000	0.250000	88.939908	
346000	-63.368786	364	1	1	'0 Z 0 0 0 0 0 0 	D	74.035993	0.000000	74.035993	74.035993	74.035993	74.035993	74.035993	74.035993	0.250000	0.250000	0.250000	0.250000	87.644899	
347000	-63.368786	606	1	1	'0 Z 0 0 0 0 0 0 	D	59.339557	0.000000	59.339557	59.339557	59.339557	59.339557	59.339557	59.339557	0.250000	0.250000	0.250000	0.250000	91.063919	
348000	-63.373426	284	1	1	'0 Z 0 0 0 0 0 0 	D	6.366586	0.000000	6.366586	6.366586	6.366586	6.366586	6.366586	6.366586	0.250000	0.250000	0.250000	0.250000	86.285208	
349000	-63.368794	170	1	1	'0 Z 0 0 0 0 0 0 	D	47.803675	0.000000	47.803675	47.803675	47.803675	47.803675	47.803675	47.803675	0.250000	0.250000	0.250000	0.250000	96.057185	
350000	-64.807196	942	1	1	'0 0 0 Z 0 0 0 0 	D	12.025795	12.025795	12.025795	0.000000	12.025795	12.025795	12.025795	12.025795	0.250000	0.250000	0.250000	0.250000	97.119082	
351000	-64.807196	108	1	1	'0 0 0 Z 0 0 0 0 	D	11.431050	11.431050	11.431050	0.000000	11.431050	11.431050	11.431050	11.431050	0.250000	0.250000	0.250000	0.250000	96.864748	
352000	-61.306582	169	2	0	'0 1 0 1 0 0 0 0 	I	100.000000	33.091291	100.000000	33.091291	100.000000	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	92.685321	
353000	-63.368786	142	1	1	'0 Z 0 0 0 0 0 0 	D	66.404933	0.000000	66.404933	66.404933	66.404933	66.404933	66.404933	66.404933	0.250000	0.250000	0.250000	0.250000	98.612970	
354000	-63.368786	776	1	1	'0 Z 0 0 0 0 0 0 	D	34.974906	0.000000	34.974906	34.974906	34.974906	34.974906	34.974906	34.974906	0.250000	0.250000	0.250000	0.250000	93.152181	
355000	-63.368786	883	1	1	'0 Z 0 0 0 0 0 0 	D	60.691038	0.000000	60.691038	60.691038	60.691038	60.691038	60.691038	60.691038	0.250000	0.250000	0.250000	0.250000	72.676744	
356000	-63.368786	730	1	1	'0 Z 0 0 0 0 0 0 	D	89.180417	0.000000	89.180417	89.180417	89.180417	89.180417	89.180417	89.180417	0.250000	0.250000	0.250000	0.250000	63.306041	
357000	-62.208826	593	1	1	'0 Z 0 0 0 0 0 0 	D	0.234408	0.000000	0.234408	0.234408	0.234408	0.234408	0.234408	0.234408	0.271104	0.248778	0.246799	0.233319	53.066981	
358000	-63.368786	539	1	1	'0 Z 0 0 0 0 0 0 	D	8.223166	0.000000	8.223166	8.223166	8.223166	8.223166	8.223166	8.223166	0.250000	0.250000	0.250000	0.250000	43.828731	
359000	-60.505909	422	2	1	'1 0 1 Z 0 1 1 1 	D	11.941096	1.329572	11.941096	0.000000	1.329572	11.941096	11.941096	11.941096	0.250000	0.250000	0.250000	0.250000	37.811331	
360000	-64.807196	250	1	1	'0 0 0 Z 0 0 0 0 	D	40.298685	40.298685	40.298685	0.000000	40.298685	40.298685	40.298685	40.298685	0.250000	0.250000	0.250000	0.250000	24.269587	
361000	-59.936588	811	2	2	'1 0 1 Z 1 1 Z 1 	D	41.817705	9.849074	41.817705	0.000000	41.817705	41.817705	0.000000	41.817705	0.250000	0.250000	0.250000	0.250000	18.841103	
362000	-65.158875	226	1	1	'0 0 0 Z 0 0 0 0 	D	12.440709	12.440709	12.440709	0.000000	12.440709	12.440709	12.440709	12.440709	0.250000	0.250000	0.250000	0.250000	12.663237	
363000	-64.807196	439	1	1	'0 0 0 Z 0 0 0 0 	D	11.514281	11.514281	11.514281	0.000000	11.514281	11.514281	11.514281	11.514281	0.250000	0.250000	0.250000	0.250000	13.710581	
364000	-63.366417	457	1	1	'0 Z 0 0 0 0 0 0 	D	1.463030	0.000000	1.463030	1.463030	1.463030	1.463030	1.463030	1.463030	0.250000	0.250000	0.250000	0.250000	4.788790	
365000	-60.418779	908	1	1	'0 Z 0 0 0 0 0 0 	D	0.173451	0.000000	0.173451	0.173451	0.173451	0.173451	0.173451	0.173451	0.290487	0.251605	0.241067	0.216841	0.213143	
366000	-61.341444	447	1	2	'0 Z 0 0 0 0 Z 0 	D	0.142428	0.000000	0.142428	0.142428	0.142428	0.142428	0.000000	0.142428	0.370803	0.259184	0.242076	0.127937	0.833309	
367000	-59.516476	234	1	1	'0 Z 0 0 0 0 0 0 	D	0.160031	0.000000	0.160031	0.160031	0.160031	0.160031	0.160031	0.160031	0.263626	0.254253	0.245035	0.237086	2.201809	
368000	-60.454491	971	1	1	'0 Z 0 0 0 0 0 0 	D	0.251087	0.000000	0.251087	0.251087	0.251087	0.251087	0.251087	0.251087	0.278815	0.248553	0.245280	0.227352	3.180464	
369000	-63.368786	870	1	1	'0 Z 0 0 0 0 0 0 	D	15.651577	0.000000	15.651577	15.651577	15.651577	15.651577	15.651577	15.651577	0.250000	0.250000	0.250000	0.250000	17.369027	
370000	-60.783183	344	1	2	'0 Z 0 0 0 0 Z 0 	D	0.188641	0.000000	0.188641	0.188641	0.188641	0.188641	0.000000	0.188641	0.307664	0.254819	0.248886	0.188631	10.288156	
371000	-60.238140	85	1	1	'0 Z 0 0 0 0 0 0 	D	0.239176	0.000000	0.239176	0.239176	0.239176	0.239176	0.239176	0.239176	0.262745	0.249374	0.248039	0.239841	1.186476	
372000	-59.740432	521	1	1	'0 Z 0 0 0 0 0 0 	D	0.102121	0.000000	0.102121	0.102121	0.102121	0.102121	0.102121	0.102121	0.293397	0.273361	0.224379	0.208863	3.767079	
373000	-64.767490	494	1	3	'0 0 0 Z 0 0 Z Z 	D	0.274005	0.274005	0.274005	0.000000	0.274005	0.274005	0.000000	0.000000	0.359488	0.439138	0.201374	0.000000	1.551885	
374000	-61.292949	781	2	1	'0 0 0 Z 1 1 1 1 	D	2.935000	2.935000	2.935000	0.000000	8.733893	8.733893	8.733893	8.733893	0.250000	0.250000	0.250000	0.250000	20.872569	
375000	-64.807196	531	1	1	'0 0 0 Z 0 0 0 0 	D	5.960623	5.960623	5.960623	0.000000	5.960623	5.960623	5.960623	5.960623	0.250000	0.250000	0.250000	0.250000	15.533815	
376000	-63.439944	666	1	2	'0 Z 0 0 Z 0 0 0 	D	0.091252	0.000000	0.091252	0.091252	0.000000	0.091252	0.091252	0.091252	0.436383	0.386281	0.030951	0.146385	13.063736	
377000	-59.783441	327	1	1	'0 Z 0 0 0 0 0 0 	D	0.124166	0.000000	0.124166	0.124166	0.124166	0.124166	0.124166	0.124166	0.293036	0.255098	0.237997	0.213870	2.118217	
378000	-63.256122	277	1	2	'0 0 0 0 0 Z 0 Z 	D	0.081341	0.081341	0.081341	0.081341	0.081341	0.000000	0.081341	0.000000	0.122399	0.479003	0.014155	0.384443	15.618140	
379000	-63.368786	602	1	1	'0 Z 0 0 0 0 0 0 	D	13.831895	0.000000	13.831895	13.831895	13.831895	13.831895	13.831895	13.831895	0.250000	0.250000	0.250000	0.250000	26.976137	
380000	-60.996730	382	1	2	'0 Z 0 0 0 0 Z 0 	D	0.149855	0.000000	0.149855	0.149855	0.149855	0.149855	0.000000	0.149855	0.405528	0.269284	0.229947	0.095240	29.387998	
381000	-63.368786	633	1	1	'0 Z 0 0 0 0 0 0 	D	15.348815	0.000000	15.348815	15.348815	15.348815	15.348815	15.348815	15.348815	0.250000	0.250000	0.250000	0.250000	23.847535	
382000	-59.492872	734	2	1	'1 Z 1 1 1 0 0 0 	D	6.933079	0.000000	6.933079	6.933079	6.933079	37.392296	37.392296	37.392296	0.250000	0.250000	0.250000	0.250000	17.588283	
383000	-59.918946	566	2	1	'1 Z 1 1 0 0 0 0 	D	15.757294	0.000000	15.757294	15.757294	48.626062	48.626062	48.626062	48.626062	0.250000	0.250000	0.250000	0.250000	22.713669	
384000	-60.949079	325	1	2	'0 Z 0 0 Z 0 0 0 	D	0.230105	0.000000	0.230105	0.230105	0.000000	0.230105	0.230105	0.230105	0.390519	0.309245	0.109209	0.191027	10.321847	
385000	-60.078155	523	1	1	'0 Z 0 0 0 0 0 0 	D	0.276762	0.000000	0.276762	0.276762	0.276762	0.276762	0.276762	0.276762	0.256724	0.249493	0.249067	0.244716	0.176009	
386000	-63.368785	305	1	1	'0 Z 0 0 0 0 0 0 	D	4.644640	0.000000	4.644640	4.644640	4.644640	4.644640	4.644640	4.644640	0.250000	0.250000	0.250000	0.250000	8.548121	
387000	-63.368786	536	1	1	'0 Z 0 0 0 0 0 0 	D	4.096411	0.000000	4.096411	4.096411	4.096411	4.096411	4.096411	4.096411	0.250000	0.250000	0.250000	0.250000	5.758435	
388000	-63.368786	443	1	1	'0 Z 0 0 0 0 0 0 	D	14.489522	0.000000	14.489522	14.489522	14.489522	14.489522	14.489522	14.489522	0.250000	0.250000	0.250000	0.250000	7.835508	
389000	-63.369671	397	1	1	'0 Z 0 0 0 0 0 0 	D	2.603245	0.000000	2.603245	2.603245	2.603245	2.603245	2.603245	2.603245	0.250000	0.250000	0.250000	0.250000	3.199956	
390000	-60.244155	858	1	1	'0 Z 0 0 0 0 0 0 	D	0.200681	0.000000	0.200681	0.200681	0.200681	0.200681	0.200681	0.200681	0.286759	0.249402	0.243327	0.220512	9.849927	
391000	-63.368786	866	1	1	'0 Z 0 0 0 0 0 0 	D	9.216967	0.000000	9.216967	9.216967	9.216967	9.216967	9.216967	9.216967	0.250000	0.250000	0.250000	0.250000	12.376718	
392000	-63.368786	330	1	1	'0 Z 0 0 0 0 0 0 	D	16.390893	0.000000	16.390893	16.390893	16.390893	16.390893	16.390893	16.390893	0.250000	0.250000	0.250000	0.250000	27.806637	
393000	-59.378680	209	2	1	'1 Z 1 0 1 0 0 1 	D	74.103896	0.000000	74.103896	13.590429	74.103896	13.590429	13.590429	74.103896	0.250000	0.250000	0.250000	0.250000	41.047778	
394000	-63.368786	686	1	1	'0 Z 0 0 0 0 0 0 	D	5.569981	0.000000	5.569981	5.569981	5.569981	5.569981	5.569981	5.569981	0.250000	0.250000	0.250000	0.250000	44.015745	
