Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  Nep_55spp_Lid_loading_angle_1=0_both.txt
Log File Name:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2888450219
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
244000	-50.617268	126	2	1	'1 Z 0 0 0 1 0 0 	D	20.305388	0.000000	52.569724	52.569724	52.569724	20.305388	52.569724	52.569724	0.250000	0.250000	0.250000	0.250000	33.237362	
245000	-50.325816	733	2	1	'1 Z 0 0 0 1 0 0 	D	11.485763	0.000000	39.255423	39.255423	39.255423	11.485763	39.255423	39.255423	0.250000	0.250000	0.250000	0.250000	26.466210	
246000	-50.379789	17	2	1	'1 Z 0 0 0 1 0 0 	D	2.979538	0.000000	8.695352	8.695352	8.695352	2.979538	8.695352	8.695352	0.250000	0.250000	0.250000	0.250000	22.213149	
247000	-50.305079	309	2	1	'1 Z 0 0 0 1 0 0 	D	7.389315	0.000000	23.246499	23.246499	23.246499	7.389315	23.246499	23.246499	0.250000	0.250000	0.250000	0.250000	23.799110	
248000	-50.621594	941	2	1	'1 Z 0 0 0 1 0 0 	D	2.682184	0.000000	6.969548	6.969548	6.969548	2.682184	6.969548	6.969548	0.250000	0.250000	0.250000	0.250000	23.366099	
249000	-50.498582	144	2	1	'1 Z 0 0 0 1 0 0 	D	1.834679	0.000000	4.968501	4.968501	4.968501	1.834679	4.968501	4.968501	0.250000	0.250000	0.250000	0.250000	29.279912	
250000	-51.520201	155	2	1	'1 Z 0 0 0 1 1 0 	D	0.580260	0.000000	1.762387	1.762387	1.762387	0.580260	0.580260	1.762387	0.250000	0.250000	0.250000	0.250000	5.650579	
251000	-51.589709	60	2	1	'1 Z 0 1 1 0 0 0 	D	7.198010	0.000000	16.088910	7.198010	7.198010	16.088910	16.088910	16.088910	0.250000	0.250000	0.250000	0.250000	9.221060	
252000	-50.731409	736	2	2	'1 Z 0 1 1 1 Z 0 	D	5.567964	0.000000	32.680283	5.567964	5.567964	5.567964	0.000000	32.680283	0.250000	0.250000	0.250000	0.250000	39.105258	
253000	-50.950057	18	2	2	'1 Z 0 1 1 1 Z 0 	D	11.863111	0.000000	39.320964	11.863111	11.863111	11.863111	0.000000	39.320964	0.250000	0.250000	0.250000	0.250000	30.923763	
254000	-51.050864	367	2	3	'1 Z 0 1 1 Z Z 0 	D	14.343825	0.000000	38.879611	14.343825	14.343825	0.000000	0.000000	38.879611	0.250000	0.250000	0.250000	0.250000	29.407925	
255000	-50.181173	909	2	2	'1 Z 0 1 1 Z 0 0 	D	13.280158	0.000000	35.815260	13.280158	13.280158	0.000000	35.815260	35.815260	0.250000	0.250000	0.250000	0.250000	20.463551	
256000	-50.201492	332	2	2	'1 Z 0 1 1 Z 1 0 	D	12.314111	0.000000	43.789687	12.314111	12.314111	0.000000	12.314111	43.789687	0.250000	0.250000	0.250000	0.250000	32.028514	
257000	-52.447460	520	2	2	'1 Z 0 1 1 1 Z 0 	D	15.109149	0.000000	44.498262	15.109149	15.109149	15.109149	0.000000	44.498262	0.250000	0.250000	0.250000	0.250000	44.250174	
258000	-50.530426	613	2	3	'0 Z 1 0 0 Z Z 1 	D	5.417118	0.000000	20.587249	5.417118	5.417118	0.000000	0.000000	20.587249	0.250000	0.250000	0.250000	0.250000	49.205757	
259000	-60.609748	473	1	1	'0 Z 0 0 0 0 0 0 	D	24.535899	0.000000	24.535899	24.535899	24.535899	24.535899	24.535899	24.535899	0.250000	0.250000	0.250000	0.250000	36.802502	
260000	-55.451573	274	2	2	'0 Z 0 1 1 1 Z 1 	D	21.674070	0.000000	21.674070	100.000000	100.000000	100.000000	0.000000	100.000000	0.250000	0.250000	0.250000	0.250000	44.630115	
261000	-52.508876	410	2	1	'0 Z 1 1 1 1 0 1 	D	24.115787	0.000000	100.000000	100.000000	100.000000	100.000000	24.115787	100.000000	0.250000	0.250000	0.250000	0.250000	36.980144	
262000	-53.989305	244	2	2	'0 Z 1 1 Z 1 1 0 	D	30.192528	0.000000	100.000000	100.000000	0.000000	100.000000	100.000000	30.192528	0.250000	0.250000	0.250000	0.250000	25.930943	
263000	-51.440487	436	2	2	'0 Z 1 1 0 Z 1 0 	D	13.317593	0.000000	100.000000	100.000000	13.317593	0.000000	100.000000	13.317593	0.250000	0.250000	0.250000	0.250000	26.595687	
264000	-50.826324	479	2	2	'0 Z 1 1 0 Z 1 0 	D	17.942535	0.000000	100.000000	100.000000	17.942535	0.000000	100.000000	17.942535	0.250000	0.250000	0.250000	0.250000	23.084540	
265000	-50.789940	167	2	2	'0 Z 1 1 0 Z 1 0 	D	18.734907	0.000000	100.000000	100.000000	18.734907	0.000000	100.000000	18.734907	0.250000	0.250000	0.250000	0.250000	24.344608	
266000	-50.920473	892	2	2	'0 Z 1 1 0 Z 1 0 	D	25.899274	0.000000	100.000000	100.000000	25.899274	0.000000	100.000000	25.899274	0.250000	0.250000	0.250000	0.250000	42.102800	
267000	-52.199159	172	2	2	'0 Z 1 1 0 Z 1 0 	D	4.788788	0.000000	11.700828	11.700828	4.788788	0.000000	11.700828	4.788788	0.250000	0.250000	0.250000	0.250000	39.737760	
268000	-51.497830	190	2	2	'0 Z 1 1 0 Z 1 0 	D	11.452236	0.000000	87.546287	87.546287	11.452236	0.000000	87.546287	11.452236	0.250000	0.250000	0.250000	0.250000	46.503408	
269000	-51.089246	113	2	2	'0 Z 1 1 0 Z 1 0 	D	4.599764	0.000000	30.142678	30.142678	4.599764	0.000000	30.142678	4.599764	0.250000	0.250000	0.250000	0.250000	38.090419	
270000	-53.120219	771	2	2	'0 Z 1 1 Z 0 1 0 	D	9.760538	0.000000	38.121884	38.121884	0.000000	9.760538	38.121884	9.760538	0.250000	0.250000	0.250000	0.250000	22.994258	
271000	-52.841794	67	2	1	'1 Z 0 0 1 1 0 1 	D	9.311555	0.000000	27.356542	27.356542	9.311555	9.311555	27.356542	9.311555	0.250000	0.250000	0.250000	0.250000	23.041901	
272000	-51.477561	307	2	1	'0 Z 1 1 0 0 1 0 	D	3.934358	0.000000	19.490091	19.490091	3.934358	3.934358	19.490091	3.934358	0.250000	0.250000	0.250000	0.250000	12.265523	
273000	-51.480599	879	2	2	'0 Z 1 1 Z 0 1 0 	D	2.901388	0.000000	21.208567	21.208567	0.000000	2.901388	21.208567	2.901388	0.250000	0.250000	0.250000	0.250000	25.582408	
274000	-52.112978	610	2	2	'0 Z 1 1 Z 0 1 0 	D	2.814062	0.000000	25.724383	25.724383	0.000000	2.814062	25.724383	2.814062	0.250000	0.250000	0.250000	0.250000	20.903290	
275000	-51.923414	282	2	1	'0 Z 1 1 0 0 1 0 	D	1.152750	0.000000	4.417799	4.417799	1.152750	1.152750	4.417799	1.152750	0.250000	0.250000	0.250000	0.250000	11.512226	
276000	-51.532209	78	2	1	'0 Z 1 1 0 0 1 1 	D	9.621910	0.000000	30.458988	30.458988	9.621910	9.621910	30.458988	30.458988	0.250000	0.250000	0.250000	0.250000	27.142124	
277000	-52.537751	202	2	1	'0 Z 1 1 0 1 1 1 	D	3.026126	0.000000	29.131922	29.131922	3.026126	29.131922	29.131922	29.131922	0.250000	0.250000	0.250000	0.250000	15.706531	
278000	-51.324629	66	2	0	'1 1 0 0 0 0 0 0 	D	1.124425	1.124425	7.642872	7.642872	7.642872	7.642872	7.642872	7.642872	0.250000	0.250000	0.250000	0.250000	5.946236	
279000	-50.822765	222	2	1	'1 Z 0 0 1 0 0 0 	D	0.893223	0.000000	4.393923	4.393923	0.893223	4.393923	4.393923	4.393923	0.250000	0.250000	0.250000	0.250000	2.399634	
280000	-51.920292	38	2	1	'1 Z 0 0 0 0 0 0 	D	0.175251	0.000000	0.319591	0.319591	0.319591	0.319591	0.319591	0.319591	0.263606	0.247531	0.249497	0.239365	5.609439	
281000	-51.558543	616	2	1	'1 Z 0 0 0 0 0 0 	D	6.979265	0.000000	17.866933	17.866933	17.866933	17.866933	17.866933	17.866933	0.250000	0.250000	0.250000	0.250000	10.122514	
282000	-51.486563	582	2	0	'1 1 0 0 0 0 0 0 	D	1.802361	1.802361	14.471783	14.471783	14.471783	14.471783	14.471783	14.471783	0.250000	0.250000	0.250000	0.250000	5.108847	
283000	-50.670236	665	2	2	'Z 1 1 Z 0 0 0 0 	D	0.000000	1.630411	1.630411	0.000000	11.274818	11.274818	11.274818	11.274818	0.250000	0.250000	0.250000	0.250000	11.364957	
284000	-53.681672	519	1	1	'0 0 0 0 Z 0 0 0 	D	0.055142	0.055142	0.055142	0.055142	0.000000	0.055142	0.055142	0.055142	0.564167	0.339215	0.007878	0.088739	0.032183	
285000	-50.965513	635	1	2	'0 0 0 0 0 0 Z Z 	D	0.077996	0.077996	0.077996	0.077996	0.077996	0.077996	0.000000	0.000000	0.414411	0.323271	0.262317	0.000000	1.409964	
286000	-53.170703	790	1	1	'0 0 0 0 0 0 0 Z 	D	0.074507	0.074507	0.074507	0.074507	0.074507	0.074507	0.074507	0.000000	0.389054	0.283809	0.205797	0.121340	1.188731	
287000	-53.670205	962	1	2	'0 0 0 0 0 0 Z Z 	D	0.057463	0.057463	0.057463	0.057463	0.057463	0.057463	0.000000	0.000000	0.447011	0.326705	0.226284	0.000000	2.180988	
288000	-52.727593	189	1	1	'0 0 0 0 0 0 Z 0 	D	0.069809	0.069809	0.069809	0.069809	0.069809	0.069809	0.000000	0.069809	0.408573	0.294321	0.219104	0.078003	0.055956	
289000	-55.558736	754	1	1	'0 0 0 Z 0 0 0 0 	D	0.082696	0.082696	0.082696	0.000000	0.082696	0.082696	0.082696	0.082696	0.455611	0.090946	0.308590	0.144853	4.769260	
290000	-52.362210	61	1	1	'0 0 0 0 0 0 Z 0 	D	0.060402	0.060402	0.060402	0.060402	0.060402	0.060402	0.000000	0.060402	0.440334	0.285725	0.210748	0.063193	1.731505	
291000	-53.928357	332	1	2	'0 0 0 0 0 0 Z Z 	D	0.076618	0.076618	0.076618	0.076618	0.076618	0.076618	0.000000	0.000000	0.480482	0.298427	0.221090	0.000000	19.418352	
292000	-52.634185	942	1	1	'0 0 0 0 Z 0 0 0 	D	0.066019	0.066019	0.066019	0.066019	0.000000	0.066019	0.066019	0.066019	0.469926	0.373114	0.016988	0.139972	9.356734	
293000	-54.112059	944	1	1	'0 0 0 0 0 Z 0 0 	D	0.059248	0.059248	0.059248	0.059248	0.059248	0.000000	0.059248	0.059248	0.328862	0.449470	0.026957	0.194712	8.048586	
294000	-51.972441	682	1	2	'0 0 0 0 0 0 Z Z 	D	0.045396	0.045396	0.045396	0.045396	0.045396	0.045396	0.000000	0.000000	0.468670	0.333623	0.197707	0.000000	24.486275	
295000	-51.565651	872	1	1	'0 0 0 0 0 0 Z 0 	D	0.071647	0.071647	0.071647	0.071647	0.071647	0.071647	0.000000	0.071647	0.418640	0.301484	0.211418	0.068458	35.074076	
296000	-55.295977	799	1	0	'0 0 0 0 0 0 0 0 	I	0.063066	0.063066	0.063066	0.063066	0.063066	0.063066	0.063066	0.063066	0.504395	0.240915	0.172363	0.082326	37.797998	
297000	-51.570681	41	1	2	'0 0 0 0 0 0 Z Z 	D	0.044046	0.044046	0.044046	0.044046	0.044046	0.044046	0.000000	0.000000	0.526453	0.324364	0.149183	0.000000	23.578289	
298000	-52.736401	312	1	1	'0 0 0 0 0 0 Z 0 	D	0.043499	0.043499	0.043499	0.043499	0.043499	0.043499	0.000000	0.043499	0.492831	0.320384	0.157933	0.028852	2.286860	
299000	-52.236134	347	2	1	'1 1 1 0 1 1 1 Z 	D	0.023815	0.023815	0.023815	0.039480	0.023815	0.023815	0.023815	0.000000	0.585279	0.299929	0.084883	0.029910	2.102285	
300000	-51.914770	409	1	1	'0 0 0 0 0 0 0 Z 	D	0.065715	0.065715	0.065715	0.065715	0.065715	0.065715	0.065715	0.000000	0.396286	0.289655	0.196573	0.117486	0.267961	
301000	-52.050205	703	2	1	'1 1 0 Z 0 1 0 0 	D	0.659645	0.659645	2.137812	0.000000	2.137812	0.659645	2.137812	2.137812	0.250000	0.250000	0.250000	0.250000	1.484046	
302000	-51.165179	738	2	1	'1 Z 0 1 0 1 1 0 	D	14.408977	0.000000	31.239167	14.408977	31.239167	14.408977	14.408977	31.239167	0.250000	0.250000	0.250000	0.250000	14.456867	
303000	-51.080714	943	2	1	'1 1 0 1 0 1 Z 0 	D	5.315543	5.315543	28.735637	5.315543	28.735637	5.315543	0.000000	28.735637	0.250000	0.250000	0.250000	0.250000	47.652079	
304000	-50.838176	707	2	2	'1 Z 0 1 0 1 Z 0 	D	24.578480	0.000000	59.576441	24.578480	59.576441	24.578480	0.000000	59.576441	0.250000	0.250000	0.250000	0.250000	44.700688	
305000	-50.845341	726	2	1	'1 Z 0 1 0 1 1 0 	D	35.470086	0.000000	85.027084	35.470086	85.027084	35.470086	35.470086	85.027084	0.250000	0.250000	0.250000	0.250000	52.574346	
306000	-52.403030	51	2	1	'1 Z 0 1 0 1 1 0 	D	41.761333	0.000000	74.258091	41.761333	74.258091	41.761333	41.761333	74.258091	0.250000	0.250000	0.250000	0.250000	57.148368	
307000	-51.200328	455	2	1	'1 Z 0 1 0 1 1 0 	D	42.507562	0.000000	91.404726	42.507562	91.404726	42.507562	42.507562	91.404726	0.250000	0.250000	0.250000	0.250000	74.960523	
308000	-50.939304	142	2	2	'1 Z 0 1 0 1 Z 0 	D	24.513436	0.000000	58.339268	24.513436	58.339268	24.513436	0.000000	58.339268	0.250000	0.250000	0.250000	0.250000	81.213763	
309000	-50.730276	905	2	1	'1 Z 0 1 0 1 1 0 	D	21.044393	0.000000	55.054904	21.044393	55.054904	21.044393	21.044393	55.054904	0.250000	0.250000	0.250000	0.250000	84.124994	
310000	-52.850907	632	2	2	'1 Z 0 1 0 1 Z 0 	D	17.138695	0.000000	32.977831	17.138695	32.977831	17.138695	0.000000	32.977831	0.250000	0.250000	0.250000	0.250000	81.274409	
311000	-50.810133	151	2	2	'1 Z 0 1 Z 1 0 0 	D	16.610080	0.000000	80.278868	16.610080	0.000000	16.610080	80.278868	80.278868	0.250000	0.250000	0.250000	0.250000	84.895018	
312000	-52.675241	995	2	1	'1 Z 0 1 1 1 0 0 	D	15.964466	0.000000	87.861486	15.964466	15.964466	15.964466	87.861486	87.861486	0.250000	0.250000	0.250000	0.250000	66.354687	
313000	-50.713201	373	2	1	'1 Z 0 1 1 0 1 0 	D	8.950119	0.000000	27.159596	8.950119	8.950119	27.159596	8.950119	27.159596	0.250000	0.250000	0.250000	0.250000	50.743150	
314000	-50.391666	124	2	1	'1 Z 0 1 1 0 1 0 	D	22.209457	0.000000	76.512407	22.209457	22.209457	76.512407	22.209457	76.512407	0.250000	0.250000	0.250000	0.250000	53.441905	
315000	-51.509597	529	3	1	'1 Z 0 1 0 0 2 0 	D	13.957795	0.000000	39.166109	13.957795	39.166109	39.166109	17.065347	39.166109	0.250000	0.250000	0.250000	0.250000	47.929124	
316000	-51.263637	944	2	2	'1 Z 0 1 0 0 Z 0 	D	14.358853	0.000000	41.842925	14.358853	41.842925	41.842925	0.000000	41.842925	0.250000	0.250000	0.250000	0.250000	40.496101	
317000	-51.962705	768	2	2	'1 Z 0 1 0 0 Z 0 	D	9.988186	0.000000	25.056433	9.988186	25.056433	25.056433	0.000000	25.056433	0.250000	0.250000	0.250000	0.250000	42.025605	
318000	-51.106164	433	2	2	'1 Z 0 1 0 0 Z 0 	D	8.122026	0.000000	27.855906	8.122026	27.855906	27.855906	0.000000	27.855906	0.250000	0.250000	0.250000	0.250000	46.379298	
319000	-51.401362	350	2	1	'1 Z 0 1 0 0 1 0 	D	11.338220	0.000000	30.259643	11.338220	30.259643	30.259643	11.338220	30.259643	0.250000	0.250000	0.250000	0.250000	19.894225	
320000	-51.129936	911	2	1	'0 Z 1 0 0 1 1 1 	D	8.510717	0.000000	25.013325	8.510717	8.510717	25.013325	25.013325	25.013325	0.250000	0.250000	0.250000	0.250000	19.797171	
321000	-51.469710	878	2	2	'0 Z 1 0 Z 1 1 1 	D	0.486487	0.000000	1.340573	0.486487	0.000000	1.340573	1.340573	1.340573	0.250597	0.250365	0.249315	0.249722	0.743175	
322000	-51.941178	391	2	2	'0 Z 1 0 Z 1 1 1 	D	5.063466	0.000000	23.984524	5.063466	0.000000	23.984524	23.984524	23.984524	0.250000	0.250000	0.250000	0.250000	6.677231	
323000	-51.251537	450	2	2	'0 Z 1 0 1 1 Z 1 	D	0.903899	0.000000	3.360937	0.903899	3.360937	3.360937	0.000000	3.360937	0.250000	0.250000	0.250000	0.250000	14.735666	
324000	-50.934123	445	2	2	'0 Z 1 0 Z 1 1 1 	D	1.239263	0.000000	3.581661	1.239263	0.000000	3.581661	3.581661	3.581661	0.250000	0.250000	0.250000	0.250000	9.302841	
325000	-51.518654	468	2	1	'0 Z 1 0 0 1 1 1 	D	6.493113	0.000000	14.770164	6.493113	6.493113	14.770164	14.770164	14.770164	0.250000	0.250000	0.250000	0.250000	6.480197	
326000	-50.315442	843	2	2	'0 Z 1 0 Z 1 1 1 	D	1.142308	0.000000	3.701135	1.142308	0.000000	3.701135	3.701135	3.701135	0.250000	0.250000	0.250000	0.250000	4.144481	
327000	-50.317472	309	2	2	'0 Z 1 0 Z 1 1 1 	D	3.093728	0.000000	9.566756	3.093728	0.000000	9.566756	9.566756	9.566756	0.250000	0.250000	0.250000	0.250000	11.127279	
328000	-51.838587	645	2	1	'0 Z 1 0 0 1 1 1 	D	3.825794	0.000000	8.110610	3.825794	3.825794	8.110610	8.110610	8.110610	0.250000	0.250000	0.250000	0.250000	26.053975	
329000	-50.389857	70	2	2	'0 Z 1 0 0 0 Z 1 	D	14.410189	0.000000	56.554602	14.410189	14.410189	14.410189	0.000000	56.554602	0.250000	0.250000	0.250000	0.250000	38.977992	
330000	-50.490130	40	2	1	'0 Z 1 0 0 0 1 1 	D	21.117354	0.000000	78.361201	21.117354	21.117354	21.117354	78.361201	78.361201	0.250000	0.250000	0.250000	0.250000	19.983952	
331000	-50.346205	636	2	2	'0 Z 1 0 0 Z 0 1 	D	7.336837	0.000000	19.683094	7.336837	7.336837	0.000000	7.336837	19.683094	0.250000	0.250000	0.250000	0.250000	10.262301	
332000	-50.603420	490	2	1	'0 Z 1 0 0 0 1 1 	D	13.330301	0.000000	31.351291	13.330301	13.330301	13.330301	31.351291	31.351291	0.250000	0.250000	0.250000	0.250000	12.438309	
333000	-49.898937	274	2	1	'0 Z 1 0 0 0 0 1 	D	3.140911	0.000000	14.050082	3.140911	3.140911	3.140911	3.140911	14.050082	0.250000	0.250000	0.250000	0.250000	10.733081	
334000	-49.803125	231	2	1	'0 Z 1 0 0 0 0 1 	D	11.650821	0.000000	49.288758	11.650821	11.650821	11.650821	11.650821	49.288758	0.250000	0.250000	0.250000	0.250000	30.689008	
335000	-50.880727	542	2	1	'0 Z 1 0 0 1 0 1 	D	12.235849	0.000000	73.264108	12.235849	12.235849	73.264108	12.235849	73.264108	0.250000	0.250000	0.250000	0.250000	47.034004	
336000	-51.622902	878	2	2	'0 Z 1 0 Z 1 0 1 	D	3.564401	0.000000	19.258951	3.564401	0.000000	19.258951	3.564401	19.258951	0.250000	0.250000	0.250000	0.250000	38.533549	
337000	-50.632720	176	2	2	'0 Z 1 0 0 0 Z 1 	D	12.726926	0.000000	45.655295	12.726926	12.726926	12.726926	0.000000	45.655295	0.250000	0.250000	0.250000	0.250000	54.248384	
338000	-50.222871	11	2	2	'0 Z 1 0 0 Z 1 1 	D	16.293562	0.000000	51.618084	16.293562	16.293562	0.000000	51.618084	51.618084	0.250000	0.250000	0.250000	0.250000	47.333704	
339000	-50.305238	73	2	2	'0 Z 1 0 0 Z 1 1 	D	4.110023	0.000000	10.116619	4.110023	4.110023	0.000000	10.116619	10.116619	0.250000	0.250000	0.250000	0.250000	34.683766	
340000	-50.246012	808	2	1	'0 Z 1 0 0 1 0 1 	D	3.583877	0.000000	13.810175	3.583877	3.583877	13.810175	3.583877	13.810175	0.250000	0.250000	0.250000	0.250000	16.270178	
341000	-50.536236	256	2	1	'0 Z 1 0 0 0 0 1 	D	0.906010	0.000000	2.352046	0.906010	0.906010	0.906010	0.906010	2.352046	0.250019	0.250009	0.249988	0.249985	2.578683	
342000	-57.271567	449	1	2	'0 0 0 0 0 0 Z Z 	D	0.087238	0.087238	0.087238	0.087238	0.087238	0.087238	0.000000	0.000000	0.447058	0.302732	0.250210	0.000000	15.367545	
343000	-53.841034	220	1	3	'0 0 0 0 0 Z Z Z 	D	0.032538	0.032538	0.032538	0.032538	0.032538	0.000000	0.000000	0.000000	0.450271	0.543874	0.005855	0.000000	4.865996	
344000	-51.994769	586	1	2	'0 0 0 0 0 Z 0 Z 	D	0.058447	0.058447	0.058447	0.058447	0.058447	0.000000	0.058447	0.000000	0.270247	0.438408	0.042567	0.248778	8.073586	
345000	-52.513543	899	1	1	'0 0 0 0 0 0 0 Z 	D	0.042577	0.042577	0.042577	0.042577	0.042577	0.042577	0.042577	0.000000	0.479189	0.301467	0.143971	0.075372	5.921876	
346000	-51.839029	825	1	2	'0 0 0 0 0 0 Z Z 	D	0.051623	0.051623	0.051623	0.051623	0.051623	0.051623	0.000000	0.000000	0.545512	0.270047	0.184442	0.000000	3.678876	
347000	-51.883850	744	2	3	'1 0 1 1 0 Z Z Z 	D	0.067430	0.016088	0.067430	0.067430	0.016088	0.000000	0.000000	0.000000	0.556602	0.440566	0.002832	0.000000	0.024223	
348000	-51.860716	661	1	0	'0 0 0 0 0 0 0 0 	I	0.079203	0.079203	0.079203	0.079203	0.079203	0.079203	0.079203	0.079203	0.334738	0.267820	0.220790	0.176652	2.400202	
349000	-52.013065	691	1	2	'0 0 0 0 0 0 Z Z 	D	0.053292	0.053292	0.053292	0.053292	0.053292	0.053292	0.000000	0.000000	0.518214	0.318700	0.163086	0.000000	0.151865	
350000	-51.912507	919	1	0	'0 0 0 0 0 0 0 0 	I	0.053410	0.053410	0.053410	0.053410	0.053410	0.053410	0.053410	0.053410	0.387757	0.277017	0.195534	0.139692	1.040267	
351000	-53.050586	733	1	1	'0 0 0 0 0 0 Z 0 	D	0.078540	0.078540	0.078540	0.078540	0.078540	0.078540	0.000000	0.078540	0.466703	0.277777	0.202229	0.053291	2.352414	
352000	-53.138591	80	1	1	'0 0 0 0 0 0 0 Z 	D	0.037868	0.037868	0.037868	0.037868	0.037868	0.037868	0.037868	0.000000	0.468352	0.331552	0.124974	0.075121	11.211777	
353000	-52.029047	549	1	1	'0 0 0 0 0 0 0 Z 	D	0.053428	0.053428	0.053428	0.053428	0.053428	0.053428	0.053428	0.000000	0.463621	0.286845	0.167306	0.082229	7.589370	
354000	-51.819363	690	1	1	'0 0 0 0 0 0 Z 0 	D	0.093622	0.093622	0.093622	0.093622	0.093622	0.093622	0.000000	0.093622	0.394588	0.284230	0.229985	0.091197	7.956436	
355000	-51.211591	635	1	1	'0 0 0 0 0 0 Z 0 	D	0.074016	0.074016	0.074016	0.074016	0.074016	0.074016	0.000000	0.074016	0.390596	0.289200	0.229698	0.090506	0.868305	
356000	-54.646772	514	1	1	'0 0 0 0 0 Z 0 0 	D	0.046291	0.046291	0.046291	0.046291	0.046291	0.000000	0.046291	0.046291	0.312303	0.534207	0.006905	0.146585	1.267757	
357000	-52.974405	55	1	1	'0 0 0 0 0 0 Z 0 	D	0.047275	0.047275	0.047275	0.047275	0.047275	0.047275	0.000000	0.047275	0.493928	0.282665	0.183026	0.040381	0.886808	
358000	-51.399229	234	1	2	'0 0 0 0 0 0 Z Z 	D	0.053757	0.053757	0.053757	0.053757	0.053757	0.053757	0.000000	0.000000	0.456794	0.343702	0.199504	0.000000	4.153382	
359000	-55.810188	496	1	2	'0 0 0 0 0 Z 0 Z 	D	0.088355	0.088355	0.088355	0.088355	0.088355	0.000000	0.088355	0.000000	0.326765	0.431468	0.057318	0.184449	0.199007	
360000	-53.012904	635	1	1	'0 0 0 0 Z 0 0 0 	D	0.061496	0.061496	0.061496	0.061496	0.000000	0.061496	0.061496	0.061496	0.513334	0.350863	0.014217	0.121586	7.635872	
361000	-55.247603	389	1	1	'0 0 0 0 0 Z 0 0 	D	0.083305	0.083305	0.083305	0.083305	0.083305	0.000000	0.083305	0.083305	0.306714	0.387502	0.078653	0.227131	2.753476	
362000	-52.197785	449	1	1	'0 0 0 0 0 0 0 Z 	D	0.041684	0.041684	0.041684	0.041684	0.041684	0.041684	0.041684	0.000000	0.443313	0.293864	0.171826	0.090997	0.529334	
363000	-52.736066	442	1	1	'0 0 0 0 0 0 0 Z 	D	0.048821	0.048821	0.048821	0.048821	0.048821	0.048821	0.048821	0.000000	0.383396	0.295991	0.195204	0.125408	1.520258	
364000	-56.409095	731	1	2	'0 0 Z 0 0 Z 0 0 	D	0.061511	0.061511	0.000000	0.061511	0.061511	0.000000	0.061511	0.061511	0.738655	0.016104	0.116977	0.128265	23.225480	
365000	-53.537059	269	1	1	'0 0 0 0 0 0 Z 0 	D	0.052118	0.052118	0.052118	0.052118	0.052118	0.052118	0.000000	0.052118	0.504424	0.317306	0.153208	0.025061	10.194484	
366000	-55.384125	875	1	1	'0 0 0 0 0 0 0 Z 	D	0.131106	0.131106	0.131106	0.131106	0.131106	0.131106	0.131106	0.000000	0.311952	0.264777	0.244012	0.179260	0.394011	
367000	-52.224771	426	1	1	'0 0 0 0 0 0 0 Z 	D	0.078197	0.078197	0.078197	0.078197	0.078197	0.078197	0.078197	0.000000	0.393330	0.264054	0.226759	0.115857	0.353634	
368000	-52.048165	925	1	2	'0 0 0 0 0 0 Z Z 	D	0.058521	0.058521	0.058521	0.058521	0.058521	0.058521	0.000000	0.000000	0.430337	0.314776	0.254886	0.000000	2.032100	
369000	-52.386032	690	1	1	'0 0 0 0 0 Z 0 0 	D	0.063834	0.063834	0.063834	0.063834	0.063834	0.000000	0.063834	0.063834	0.321308	0.437610	0.031847	0.209236	0.220048	
370000	-52.503554	359	1	2	'0 0 0 0 0 0 Z Z 	D	0.065426	0.065426	0.065426	0.065426	0.065426	0.065426	0.000000	0.000000	0.497993	0.324306	0.177701	0.000000	12.150498	
371000	-51.879623	61	1	1	'0 0 0 0 0 0 0 Z 	D	0.043979	0.043979	0.043979	0.043979	0.043979	0.043979	0.043979	0.000000	0.432641	0.286202	0.184889	0.096268	0.341160	
372000	-52.789307	787	1	0	'0 0 0 0 0 0 0 0 	I	0.049814	0.049814	0.049814	0.049814	0.049814	0.049814	0.049814	0.049814	0.471017	0.282791	0.153833	0.092359	1.166733	
373000	-52.303042	26	1	0	'0 0 0 0 0 0 0 0 	I	0.059977	0.059977	0.059977	0.059977	0.059977	0.059977	0.059977	0.059977	0.435894	0.284499	0.169184	0.110423	9.302295	
