Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  Nep_55spp_Lid_loading_angle_1=0_both.txt
Log File Name:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2888450219
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   Nep_55spp_Lid_loading_angle_1=0_both.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
504000	-51.630943	703	1	1	'0 0 0 0 0 0 0 Z 	D	0.041579	0.041579	0.041579	0.041579	0.041579	0.041579	0.041579	0.000000	0.389173	0.276716	0.215667	0.118445	0.818767	
505000	-52.392096	734	1	0	'0 0 0 0 0 0 0 0 	I	0.046675	0.046675	0.046675	0.046675	0.046675	0.046675	0.046675	0.046675	0.537047	0.245929	0.148858	0.068166	17.593692	
506000	-53.450759	354	1	3	'0 0 0 0 0 Z Z Z 	D	0.080333	0.080333	0.080333	0.080333	0.080333	0.000000	0.000000	0.000000	0.374703	0.550439	0.074858	0.000000	28.181309	
507000	-53.463665	741	1	1	'0 0 0 0 0 0 0 Z 	D	0.049442	0.049442	0.049442	0.049442	0.049442	0.049442	0.049442	0.000000	0.481840	0.280791	0.164738	0.072630	35.256847	
508000	-52.778494	279	1	1	'0 0 0 0 0 Z 0 0 	D	0.038409	0.038409	0.038409	0.038409	0.038409	0.000000	0.038409	0.038409	0.344031	0.557592	0.006618	0.091760	16.514828	
509000	-58.042762	328	1	2	'0 0 Z 0 Z 0 0 0 	D	0.069772	0.069772	0.000000	0.069772	0.000000	0.069772	0.069772	0.069772	1.000000	0.000000	0.000000	0.000000	18.604725	
510000	-52.599769	674	1	1	'0 0 0 0 0 0 Z 0 	D	0.049302	0.049302	0.049302	0.049302	0.049302	0.049302	0.000000	0.049302	0.477997	0.306783	0.176727	0.038494	20.359249	
511000	-52.037612	60	1	3	'0 0 0 0 0 Z Z Z 	D	0.047333	0.047333	0.047333	0.047333	0.047333	0.000000	0.000000	0.000000	0.315521	0.658200	0.026278	0.000000	36.728813	
512000	-55.961391	853	1	1	'0 0 0 0 0 0 0 Z 	D	0.072053	0.072053	0.072053	0.072053	0.072053	0.072053	0.072053	0.000000	0.525662	0.238695	0.181660	0.053983	44.807076	
513000	-54.603353	878	1	1	'0 0 0 0 0 0 Z 0 	D	0.096497	0.096497	0.096497	0.096497	0.096497	0.096497	0.000000	0.096497	0.384982	0.281102	0.234310	0.099605	41.085760	
514000	-53.131387	982	1	1	'0 0 0 0 0 Z 0 0 	D	0.077233	0.077233	0.077233	0.077233	0.077233	0.000000	0.077233	0.077233	0.324639	0.434032	0.046628	0.194701	38.663619	
515000	-53.867106	869	1	2	'0 0 0 0 Z Z 0 0 	D	0.038750	0.038750	0.038750	0.038750	0.000000	0.000000	0.038750	0.038750	0.323996	0.574444	0.000000	0.101560	42.682584	
516000	-55.554292	514	1	0	'0 0 0 0 0 0 0 0 	I	0.119045	0.119045	0.119045	0.119045	0.119045	0.119045	0.119045	0.119045	0.411671	0.264685	0.196989	0.126655	38.375015	
517000	-53.261128	924	1	1	'0 0 0 0 0 0 Z 0 	D	0.026000	0.026000	0.026000	0.026000	0.026000	0.026000	0.000000	0.026000	0.498020	0.393416	0.098165	0.010398	55.701074	
518000	-53.074952	867	1	1	'0 0 0 0 0 Z 0 0 	D	0.059025	0.059025	0.059025	0.059025	0.059025	0.000000	0.059025	0.059025	0.355768	0.481740	0.020323	0.142169	50.570409	
519000	-52.814564	496	1	0	'0 0 0 0 0 0 0 0 	I	0.034869	0.034869	0.034869	0.034869	0.034869	0.034869	0.034869	0.034869	0.481163	0.316975	0.121694	0.080168	56.966528	
520000	-54.165355	910	1	2	'0 0 0 0 0 Z 0 Z 	D	0.041282	0.041282	0.041282	0.041282	0.041282	0.000000	0.041282	0.000000	0.329645	0.502807	0.010515	0.157034	53.857406	
521000	-54.188784	373	1	1	'0 0 0 0 0 0 Z 0 	D	0.045357	0.045357	0.045357	0.045357	0.045357	0.045357	0.000000	0.045357	0.430516	0.304353	0.204322	0.060809	49.405192	
522000	-51.349614	51	1	2	'0 0 0 0 0 Z 0 Z 	D	0.066653	0.066653	0.066653	0.066653	0.066653	0.000000	0.066653	0.000000	0.245802	0.442799	0.038814	0.272585	24.665093	
523000	-53.121302	422	1	1	'0 0 0 0 0 0 Z 0 	D	0.041423	0.041423	0.041423	0.041423	0.041423	0.041423	0.000000	0.041423	0.564463	0.275571	0.141634	0.018332	23.701330	
524000	-52.342973	872	1	2	'0 0 0 0 0 Z 0 Z 	D	0.089516	0.089516	0.089516	0.089516	0.089516	0.000000	0.089516	0.000000	0.290143	0.423846	0.054127	0.231884	8.539266	
525000	-56.137656	760	1	3	'0 0 0 0 Z Z 0 Z 	D	0.028152	0.028152	0.028152	0.028152	0.000000	0.000000	0.028152	0.000000	0.350703	0.560167	0.000000	0.089130	0.054976	
526000	-52.770004	64	1	1	'0 0 0 0 0 Z 0 0 	D	0.089762	0.089762	0.089762	0.089762	0.089762	0.000000	0.089762	0.089762	0.294726	0.429176	0.056761	0.219337	0.582602	
527000	-52.265611	515	1	1	'0 0 0 0 0 0 Z 0 	D	0.045743	0.045743	0.045743	0.045743	0.045743	0.045743	0.000000	0.045743	0.536717	0.265285	0.169850	0.028149	9.367522	
528000	-52.518475	559	1	1	'0 0 0 0 0 0 0 Z 	D	0.093703	0.093703	0.093703	0.093703	0.093703	0.093703	0.093703	0.000000	0.320905	0.278306	0.227456	0.173333	15.976197	
529000	-54.210164	941	1	1	'0 0 0 0 0 0 0 Z 	D	0.062322	0.062322	0.062322	0.062322	0.062322	0.062322	0.062322	0.000000	0.428362	0.280383	0.193345	0.097910	28.002678	
530000	-52.846603	252	1	1	'0 0 0 0 0 0 Z 0 	D	0.035570	0.035570	0.035570	0.035570	0.035570	0.035570	0.000000	0.035570	0.561863	0.272972	0.145417	0.019748	35.509902	
531000	-52.129707	802	1	2	'0 0 0 0 0 0 Z Z 	D	0.036251	0.036251	0.036251	0.036251	0.036251	0.036251	0.000000	0.000000	0.534454	0.309778	0.155768	0.000000	31.548255	
532000	-52.068776	329	1	1	'0 0 0 0 0 0 0 Z 	D	0.044669	0.044669	0.044669	0.044669	0.044669	0.044669	0.044669	0.000000	0.472489	0.309739	0.140196	0.077576	33.459245	
533000	-56.527236	817	1	3	'0 0 0 0 0 Z Z Z 	D	0.078376	0.078376	0.078376	0.078376	0.078376	0.000000	0.000000	0.000000	0.419470	0.516836	0.063694	0.000000	22.794379	
534000	-52.029491	731	1	2	'0 0 0 0 0 Z 0 Z 	D	0.046768	0.046768	0.046768	0.046768	0.046768	0.000000	0.046768	0.000000	0.328569	0.471014	0.023677	0.176739	30.595253	
535000	-52.321971	134	1	0	'0 0 0 0 0 0 0 0 	I	0.032740	0.032740	0.032740	0.032740	0.032740	0.032740	0.032740	0.032740	0.490380	0.322991	0.112519	0.074111	31.460828	
536000	-52.336256	383	1	1	'0 0 0 0 0 0 Z 0 	D	0.038995	0.038995	0.038995	0.038995	0.038995	0.038995	0.000000	0.038995	0.506385	0.300863	0.162323	0.030429	9.811186	
537000	-51.821177	260	1	2	'0 0 0 0 0 0 Z Z 	D	0.047780	0.047780	0.047780	0.047780	0.047780	0.047780	0.000000	0.000000	0.472780	0.311599	0.215621	0.000000	0.205588	
538000	-51.849419	884	1	3	'0 0 0 0 0 Z Z Z 	D	0.046445	0.046445	0.046445	0.046445	0.046445	0.000000	0.000000	0.000000	0.354304	0.629071	0.016625	0.000000	12.003387	
539000	-51.288258	174	1	2	'0 0 0 0 0 0 Z Z 	D	0.041119	0.041119	0.041119	0.041119	0.041119	0.041119	0.000000	0.000000	0.449242	0.340143	0.210615	0.000000	18.508753	
540000	-52.672660	491	1	1	'0 0 0 0 0 0 Z 0 	D	0.055545	0.055545	0.055545	0.055545	0.055545	0.055545	0.000000	0.055545	0.417703	0.316359	0.202954	0.062983	5.051376	
541000	-52.548178	875	1	1	'0 0 0 0 0 0 0 Z 	D	0.043680	0.043680	0.043680	0.043680	0.043680	0.043680	0.043680	0.000000	0.376763	0.298670	0.196507	0.128059	10.024088	
542000	-52.105537	60	1	2	'0 0 0 0 0 Z 0 Z 	D	0.046498	0.046498	0.046498	0.046498	0.046498	0.000000	0.046498	0.000000	0.239454	0.490137	0.020255	0.250154	11.329591	
543000	-54.987607	44	1	3	'0 0 Z 0 Z 0 0 Z 	D	0.057638	0.057638	0.000000	0.057638	0.000000	0.057638	0.057638	0.000000	1.000000	0.000000	0.000000	0.000000	13.237206	
544000	-53.280109	471	1	1	'0 0 0 0 Z 0 0 0 	D	0.073234	0.073234	0.073234	0.073234	0.000000	0.073234	0.073234	0.073234	0.545856	0.348411	0.009306	0.096428	27.468075	
545000	-51.862019	471	1	0	'0 0 0 0 0 0 0 0 	I	0.054847	0.054847	0.054847	0.054847	0.054847	0.054847	0.054847	0.054847	0.441106	0.286522	0.165119	0.107253	31.215217	
546000	-52.677616	801	1	2	'0 0 0 0 0 Z 0 Z 	D	0.052350	0.052350	0.052350	0.052350	0.052350	0.000000	0.052350	0.000000	0.281826	0.463705	0.027751	0.226719	38.483250	
547000	-53.240928	933	1	3	'0 0 0 0 0 Z Z Z 	D	0.044812	0.044812	0.044812	0.044812	0.044812	0.000000	0.000000	0.000000	0.340113	0.647912	0.011975	0.000000	41.517762	
548000	-52.332864	326	1	2	'0 0 0 0 0 Z 0 Z 	D	0.054480	0.054480	0.054480	0.054480	0.054480	0.000000	0.054480	0.000000	0.317022	0.508975	0.018948	0.155055	49.729860	
549000	-52.413434	329	1	0	'0 0 0 0 0 0 0 0 	I	0.046695	0.046695	0.046695	0.046695	0.046695	0.046695	0.046695	0.046695	0.478491	0.298101	0.137651	0.085757	54.228591	
550000	-51.310780	809	1	1	'0 0 0 0 0 0 0 Z 	D	0.064214	0.064214	0.064214	0.064214	0.064214	0.064214	0.064214	0.000000	0.360561	0.298889	0.198459	0.142091	64.850511	
551000	-53.755685	327	1	3	'0 0 0 Z 0 0 Z Z 	D	0.035668	0.035668	0.035668	0.000000	0.035668	0.035668	0.000000	0.000000	0.615129	0.029054	0.355817	0.000000	69.731871	
552000	-53.223572	661	1	3	'0 0 0 Z 0 0 Z Z 	D	0.072363	0.072363	0.072363	0.000000	0.072363	0.072363	0.000000	0.000000	0.413803	0.083394	0.502803	0.000000	60.550973	
553000	-53.359200	2	1	3	'0 0 0 0 0 Z Z Z 	D	0.069303	0.069303	0.069303	0.069303	0.069303	0.000000	0.000000	0.000000	0.388906	0.594524	0.016569	0.000000	51.118358	
554000	-51.319157	234	1	2	'0 0 0 0 0 0 Z Z 	D	0.046780	0.046780	0.046780	0.046780	0.046780	0.046780	0.000000	0.000000	0.458170	0.352206	0.189623	0.000000	53.762844	
555000	-54.190807	816	1	3	'0 0 0 0 0 Z Z Z 	D	0.096021	0.096021	0.096021	0.096021	0.096021	0.000000	0.000000	0.000000	0.415632	0.538671	0.045696	0.000000	54.028385	
556000	-52.341798	663	1	2	'0 0 0 0 0 0 Z Z 	D	0.055274	0.055274	0.055274	0.055274	0.055274	0.055274	0.000000	0.000000	0.530412	0.310639	0.158949	0.000000	54.789748	
557000	-52.261484	508	1	2	'0 0 0 0 0 0 Z Z 	D	0.064678	0.064678	0.064678	0.064678	0.064678	0.064678	0.000000	0.000000	0.471597	0.311449	0.216954	0.000000	44.321933	
558000	-51.806651	533	1	2	'0 0 0 0 0 0 Z Z 	D	0.062246	0.062246	0.062246	0.062246	0.062246	0.062246	0.000000	0.000000	0.543800	0.272489	0.183711	0.000000	35.716742	
559000	-52.425551	700	1	2	'0 0 0 0 0 0 Z Z 	D	0.063472	0.063472	0.063472	0.063472	0.063472	0.063472	0.000000	0.000000	0.455024	0.343308	0.201668	0.000000	5.062140	
560000	-51.739796	192	1	2	'0 0 0 0 0 0 Z Z 	D	0.081290	0.081290	0.081290	0.081290	0.081290	0.081290	0.000000	0.000000	0.425111	0.336561	0.238328	0.000000	22.404714	
561000	-52.272275	882	1	2	'0 0 0 0 0 0 Z Z 	D	0.071582	0.071582	0.071582	0.071582	0.071582	0.071582	0.000000	0.000000	0.430227	0.328235	0.241538	0.000000	21.171682	
562000	-52.035284	887	1	1	'0 0 0 0 0 0 Z 0 	D	0.043149	0.043149	0.043149	0.043149	0.043149	0.043149	0.000000	0.043149	0.432081	0.277854	0.219501	0.070564	36.120587	
563000	-52.907743	261	1	1	'0 0 0 0 Z 0 0 0 	D	0.056866	0.056866	0.056866	0.056866	0.000000	0.056866	0.056866	0.056866	0.503364	0.366127	0.012675	0.117833	44.490818	
564000	-53.547594	699	1	2	'0 0 0 0 0 Z 0 Z 	D	0.055312	0.055312	0.055312	0.055312	0.055312	0.000000	0.055312	0.000000	0.258161	0.487909	0.017008	0.236922	28.809911	
565000	-53.134431	3	1	1	'0 0 0 0 Z 0 0 0 	D	0.034623	0.034623	0.034623	0.034623	0.000000	0.034623	0.034623	0.034623	0.596646	0.335801	0.001664	0.065889	23.726564	
566000	-52.216180	581	1	1	'0 0 0 0 0 0 Z 0 	D	0.048397	0.048397	0.048397	0.048397	0.048397	0.048397	0.000000	0.048397	0.507609	0.318881	0.149053	0.024457	19.971996	
567000	-52.434424	725	2	2	'0 Z 1 0 1 1 Z 1 	D	4.983117	0.000000	23.540430	4.983117	23.540430	23.540430	0.000000	23.540430	0.250000	0.250000	0.250000	0.250000	24.670794	
568000	-51.511182	612	2	2	'0 Z 1 0 Z 1 1 1 	D	6.659274	0.000000	29.905524	6.659274	0.000000	29.905524	29.905524	29.905524	0.250000	0.250000	0.250000	0.250000	18.389835	
569000	-50.837872	378	2	2	'0 Z 1 0 Z 1 1 1 	D	7.187886	0.000000	29.044497	7.187886	0.000000	29.044497	29.044497	29.044497	0.250000	0.250000	0.250000	0.250000	20.447668	
570000	-50.907296	598	2	1	'0 Z 1 0 0 0 1 1 	D	14.836478	0.000000	61.440341	14.836478	14.836478	14.836478	61.440341	61.440341	0.250000	0.250000	0.250000	0.250000	22.178416	
571000	-50.735891	469	2	1	'0 Z 1 0 0 0 0 1 	D	5.710535	0.000000	32.806955	5.710535	5.710535	5.710535	5.710535	32.806955	0.250000	0.250000	0.250000	0.250000	25.080211	
572000	-50.797733	693	2	3	'0 Z 1 0 0 Z Z 1 	D	10.938061	0.000000	32.193748	10.938061	10.938061	0.000000	0.000000	32.193748	0.250000	0.250000	0.250000	0.250000	17.588936	
573000	-50.336351	142	2	2	'0 Z 1 0 0 Z 0 1 	D	14.739422	0.000000	39.742189	14.739422	14.739422	0.000000	14.739422	39.742189	0.250000	0.250000	0.250000	0.250000	26.140570	
574000	-50.737484	924	2	2	'0 Z 1 0 0 Z 0 1 	D	4.100650	0.000000	18.672264	4.100650	4.100650	0.000000	4.100650	18.672264	0.250000	0.250000	0.250000	0.250000	18.858370	
575000	-50.735515	248	2	1	'0 Z 1 0 0 1 0 1 	D	1.578374	0.000000	9.049417	1.578374	1.578374	9.049417	1.578374	9.049417	0.250000	0.250000	0.250000	0.250000	5.259874	
576000	-52.353978	407	3	2	'0 Z 1 0 0 Z 0 2 	D	4.238759	0.000000	10.058640	4.238759	4.238759	0.000000	4.238759	26.142674	0.250000	0.250000	0.250000	0.250000	8.312468	
577000	-49.741700	676	2	1	'0 Z 1 0 0 0 0 1 	D	6.431994	0.000000	22.409028	6.431994	6.431994	6.431994	6.431994	22.409028	0.250000	0.250000	0.250000	0.250000	13.730680	
578000	-49.873731	354	2	1	'0 Z 1 0 0 0 0 1 	D	19.457168	0.000000	61.546811	19.457168	19.457168	19.457168	19.457168	61.546811	0.250000	0.250000	0.250000	0.250000	30.846905	
579000	-50.264905	328	2	2	'0 Z 1 0 0 0 Z 1 	D	12.174589	0.000000	52.566419	12.174589	12.174589	12.174589	0.000000	52.566419	0.250000	0.250000	0.250000	0.250000	43.712553	
580000	-50.375300	376	2	2	'0 Z 1 0 1 0 Z 1 	D	4.229839	0.000000	11.965048	4.229839	11.965048	4.229839	0.000000	11.965048	0.250000	0.250000	0.250000	0.250000	55.248587	
581000	-50.352117	237	2	2	'0 Z 1 0 1 0 Z 1 	D	32.032851	0.000000	98.983037	32.032851	98.983037	32.032851	0.000000	98.983037	0.250000	0.250000	0.250000	0.250000	53.631274	
582000	-51.312846	307	2	1	'0 0 1 0 1 Z 1 0 	D	17.184777	17.184777	84.017593	17.184777	84.017593	0.000000	84.017593	17.184777	0.250000	0.250000	0.250000	0.250000	58.849991	
583000	-49.785797	354	2	0	'0 0 1 0 1 1 1 1 	D	4.110648	4.110648	25.908455	4.110648	25.908455	25.908455	25.908455	25.908455	0.250000	0.250000	0.250000	0.250000	60.961221	
584000	-52.555300	183	2	2	'1 Z 0 1 Z 0 0 0 	D	7.856153	0.000000	39.806659	7.856153	0.000000	39.806659	39.806659	39.806659	0.250000	0.250000	0.250000	0.250000	63.034771	
585000	-50.695821	566	2	0	'1 1 0 1 0 0 0 0 	D	16.072335	16.072335	62.035537	16.072335	62.035537	62.035537	62.035537	62.035537	0.250000	0.250000	0.250000	0.250000	73.863836	
586000	-57.015027	584	2	1	'0 0 0 0 1 Z 0 0 	D	17.193798	17.193798	17.193798	17.193798	100.000000	0.000000	17.193798	17.193798	0.250000	0.250000	0.250000	0.250000	76.452070	
587000	-50.532315	521	2	0	'0 0 1 0 1 1 1 0 	D	5.340051	5.340051	25.710481	5.340051	25.710481	25.710481	25.710481	5.340051	0.250000	0.250000	0.250000	0.250000	61.980462	
588000	-53.451045	952	2	1	'0 0 1 0 1 1 1 Z 	D	5.003605	5.003605	64.049387	5.003605	64.049387	64.049387	64.049387	0.000000	0.250000	0.250000	0.250000	0.250000	63.596674	
589000	-49.698910	521	2	0	'0 0 1 0 1 1 1 1 	D	3.711993	3.711993	21.310799	3.711993	21.310799	21.310799	21.310799	21.310799	0.250000	0.250000	0.250000	0.250000	68.473379	
590000	-49.949918	170	2	0	'0 0 1 0 1 1 1 1 	D	6.006104	6.006104	41.044929	6.006104	41.044929	41.044929	41.044929	41.044929	0.250000	0.250000	0.250000	0.250000	65.894133	
591000	-51.270337	828	2	1	'0 0 1 0 1 Z 1 0 	D	15.771669	15.771669	70.290709	15.771669	70.290709	0.000000	70.290709	15.771669	0.250000	0.250000	0.250000	0.250000	69.904279	
592000	-49.975818	930	2	0	'0 0 1 0 1 0 1 0 	D	15.211965	15.211965	75.267836	15.211965	75.267836	15.211965	75.267836	15.211965	0.250000	0.250000	0.250000	0.250000	54.499566	
593000	-50.031664	620	2	1	'0 0 1 0 1 0 1 Z 	D	18.613878	18.613878	82.206623	18.613878	82.206623	18.613878	82.206623	0.000000	0.250000	0.250000	0.250000	0.250000	64.580875	
594000	-49.977299	415	2	0	'0 0 1 0 1 0 1 0 	D	13.143652	13.143652	66.645517	13.143652	66.645517	13.143652	66.645517	13.143652	0.250000	0.250000	0.250000	0.250000	76.110928	
595000	-50.873603	147	2	2	'0 0 1 0 1 Z 1 Z 	D	10.584827	10.584827	42.596287	10.584827	42.596287	0.000000	42.596287	0.000000	0.250000	0.250000	0.250000	0.250000	91.161670	
596000	-51.288520	235	2	0	'0 0 1 0 1 1 1 1 	D	8.477224	8.477224	79.303072	8.477224	79.303072	79.303072	79.303072	79.303072	0.250000	0.250000	0.250000	0.250000	85.990110	
597000	-52.543417	976	2	1	'Z 0 1 0 1 1 1 0 	D	0.000000	6.350477	29.143893	6.350477	29.143893	29.143893	29.143893	6.350477	0.250000	0.250000	0.250000	0.250000	68.742764	
598000	-52.759416	510	2	1	'Z 0 1 0 1 1 1 0 	D	0.000000	19.213287	95.100942	19.213287	95.100942	95.100942	95.100942	19.213287	0.250000	0.250000	0.250000	0.250000	83.914004	
599000	-49.766612	39	2	0	'0 0 1 0 1 1 1 1 	D	15.040590	15.040590	93.545905	15.040590	93.545905	93.545905	93.545905	93.545905	0.250000	0.250000	0.250000	0.250000	88.372962	
600000	-51.643988	228	2	2	'0 0 1 0 1 Z 1 Z 	D	8.046420	8.046420	26.385954	8.046420	26.385954	0.000000	26.385954	0.000000	0.250000	0.250000	0.250000	0.250000	98.641001	
601000	-50.792845	811	2	2	'0 0 1 Z 1 0 Z 1 	D	21.632291	21.632291	92.260753	0.000000	92.260753	21.632291	0.000000	92.260753	0.250000	0.250000	0.250000	0.250000	93.404296	
602000	-52.068583	778	2	1	'0 0 1 Z 1 0 1 1 	D	3.712478	3.712478	18.512027	0.000000	18.512027	3.712478	18.512027	18.512027	0.250000	0.250000	0.250000	0.250000	93.705291	
603000	-49.981585	319	2	0	'0 0 1 0 1 1 1 1 	D	7.851662	7.851662	54.321965	7.851662	54.321965	54.321965	54.321965	54.321965	0.250000	0.250000	0.250000	0.250000	84.231786	
604000	-51.603080	334	2	0	'0 0 1 0 1 1 1 1 	D	8.773891	8.773891	86.397595	8.773891	86.397595	86.397595	86.397595	86.397595	0.250000	0.250000	0.250000	0.250000	70.113997	
605000	-50.207193	411	2	0	'0 0 1 0 1 0 1 0 	D	10.473042	10.473042	44.339772	10.473042	44.339772	10.473042	44.339772	10.473042	0.250000	0.250000	0.250000	0.250000	83.984112	
606000	-50.327696	642	2	1	'0 0 1 0 1 0 1 Z 	D	11.241286	11.241286	74.129123	11.241286	74.129123	11.241286	74.129123	0.000000	0.250000	0.250000	0.250000	0.250000	83.490450	
607000	-50.171945	470	2	0	'0 0 1 0 1 1 1 0 	D	12.865619	12.865619	77.974311	12.865619	77.974311	77.974311	77.974311	12.865619	0.250000	0.250000	0.250000	0.250000	89.708153	
608000	-52.372331	373	2	1	'0 0 1 Z 1 0 1 1 	D	17.144438	17.144438	51.080445	0.000000	51.080445	17.144438	51.080445	51.080445	0.250000	0.250000	0.250000	0.250000	76.215831	
609000	-51.782654	461	2	2	'0 0 1 0 1 Z 1 Z 	D	7.433625	7.433625	23.813653	7.433625	23.813653	0.000000	23.813653	0.000000	0.250000	0.250000	0.250000	0.250000	67.328416	
610000	-49.945692	806	2	1	'0 0 1 0 1 0 1 Z 	D	8.099983	8.099983	36.922853	8.099983	36.922853	8.099983	36.922853	0.000000	0.250000	0.250000	0.250000	0.250000	66.863283	
611000	-50.804231	799	2	2	'0 0 1 0 1 Z 1 Z 	D	13.038487	13.038487	62.679705	13.038487	62.679705	0.000000	62.679705	0.000000	0.250000	0.250000	0.250000	0.250000	74.157640	
612000	-50.214865	893	2	1	'0 0 1 0 1 0 1 Z 	D	9.985125	9.985125	41.900997	9.985125	41.900997	9.985125	41.900997	0.000000	0.250000	0.250000	0.250000	0.250000	97.545348	
613000	-50.389454	269	2	0	'0 0 1 0 1 0 1 0 	D	11.096403	11.096403	69.553701	11.096403	69.553701	11.096403	69.553701	11.096403	0.250000	0.250000	0.250000	0.250000	87.646786	
614000	-50.341118	773	2	2	'0 Z 1 0 Z 0 1 0 	D	8.044868	0.000000	24.583656	8.044868	0.000000	8.044868	24.583656	8.044868	0.250000	0.250000	0.250000	0.250000	89.498092	
615000	-50.694245	301	2	2	'0 Z 1 0 Z 0 1 0 	D	10.414648	0.000000	28.737099	10.414648	0.000000	10.414648	28.737099	10.414648	0.250000	0.250000	0.250000	0.250000	76.651929	
616000	-50.963635	790	2	2	'0 Z 1 0 Z 0 1 0 	D	12.620893	0.000000	52.180736	12.620893	0.000000	12.620893	52.180736	12.620893	0.250000	0.250000	0.250000	0.250000	68.067045	
617000	-52.258305	336	2	1	'0 Z 1 0 0 0 1 0 	D	22.474674	0.000000	51.840194	22.474674	22.474674	22.474674	51.840194	22.474674	0.250000	0.250000	0.250000	0.250000	52.407272	
618000	-51.497978	759	2	1	'0 Z 1 0 1 1 0 1 	D	13.508981	0.000000	42.905160	13.508981	42.905160	42.905160	13.508981	42.905160	0.250000	0.250000	0.250000	0.250000	54.474161	
619000	-51.317173	884	2	2	'0 Z 1 0 Z 1 0 1 	D	9.697868	0.000000	68.600253	9.697868	0.000000	68.600253	9.697868	68.600253	0.250000	0.250000	0.250000	0.250000	54.222168	
620000	-49.761253	168	2	1	'0 Z 1 0 0 0 0 1 	D	15.894685	0.000000	54.214881	15.894685	15.894685	15.894685	15.894685	54.214881	0.250000	0.250000	0.250000	0.250000	54.758685	
621000	-50.504932	130	2	1	'0 Z 1 0 0 0 0 1 	D	13.154125	0.000000	34.066975	13.154125	13.154125	13.154125	13.154125	34.066975	0.250000	0.250000	0.250000	0.250000	39.633720	
622000	-50.368487	501	2	1	'0 Z 1 0 0 0 1 1 	D	8.954620	0.000000	22.647803	8.954620	8.954620	8.954620	22.647803	22.647803	0.250000	0.250000	0.250000	0.250000	59.564819	
623000	-51.027894	407	2	2	'0 Z 1 0 Z 0 1 1 	D	18.761918	0.000000	84.283545	18.761918	0.000000	18.761918	84.283545	84.283545	0.250000	0.250000	0.250000	0.250000	55.743540	
624000	-51.642542	869	2	1	'1 Z 0 1 0 1 0 0 	D	30.506309	0.000000	72.851414	30.506309	72.851414	30.506309	72.851414	72.851414	0.250000	0.250000	0.250000	0.250000	61.207349	
625000	-52.098269	646	2	0	'1 1 0 0 0 0 0 0 	D	2.561584	2.561584	11.972703	11.972703	11.972703	11.972703	11.972703	11.972703	0.250000	0.250000	0.250000	0.250000	66.087947	
626000	-52.468193	126	2	1	'1 Z 0 0 0 0 0 0 	D	14.140297	0.000000	29.711234	29.711234	29.711234	29.711234	29.711234	29.711234	0.250000	0.250000	0.250000	0.250000	70.659332	
627000	-52.877414	382	2	2	'1 Z 0 0 Z 0 0 0 	D	1.389969	0.000000	15.969594	15.969594	0.000000	15.969594	15.969594	15.969594	0.250000	0.250000	0.250000	0.250000	61.548915	
628000	-54.893174	146	2	2	'1 Z 0 0 0 0 Z 0 	D	24.864738	0.000000	77.759290	77.759290	77.759290	77.759290	0.000000	77.759290	0.250000	0.250000	0.250000	0.250000	72.417618	
629000	-52.472120	24	2	1	'1 Z 0 0 0 0 1 0 	D	27.265909	0.000000	87.335724	87.335724	87.335724	87.335724	27.265909	87.335724	0.250000	0.250000	0.250000	0.250000	69.593926	
630000	-53.582761	708	2	1	'1 Z 0 0 0 0 1 0 	D	20.503544	0.000000	45.116289	45.116289	45.116289	45.116289	20.503544	45.116289	0.250000	0.250000	0.250000	0.250000	56.322059	
631000	-51.604316	532	2	1	'1 Z 0 1 0 0 1 0 	D	4.410420	0.000000	10.550733	4.410420	10.550733	10.550733	4.410420	10.550733	0.250000	0.250000	0.250000	0.250000	61.279248	
632000	-51.408379	379	2	2	'1 Z 0 1 0 0 Z 0 	D	21.704037	0.000000	60.584896	21.704037	60.584896	60.584896	0.000000	60.584896	0.250000	0.250000	0.250000	0.250000	72.700447	
633000	-51.315476	853	2	0	'1 1 0 1 0 0 1 0 	D	5.906327	5.906327	37.665190	5.906327	37.665190	37.665190	5.906327	37.665190	0.250000	0.250000	0.250000	0.250000	78.055155	
